LOCATION_CODE,MAT_CODE,PRODUCT_SUBTYPE,TRADE_PRODUCT_BRAND,TRADE_PRODUCT_MODEL,COLOR,PRODUCT_NAME,REQ_DATE,LUNCH_DATE,START_DATE,END_DATE,sum_lambda,SALE_AMT
1106,NEW0SSA207D-GN01,HANDSET,SAMSUNG,A207D3/32,GREEN,A207D GALAXY A20S 3/32GB,2020-01-16,2019-09-20,2020-01-17,2020-01-26,1.5623,1
1106,NEW0SSA207D-GN01,HANDSET,SAMSUNG,A207D3/32,GREEN,A207D GALAXY A20S 3/32GB,2020-01-20,2019-09-20,2020-01-21,2020-01-27,0.9384,1
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-02,2019-09-20,2019-12-03,2019-12-09,0.3167,0
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-05,2019-09-20,2019-12-06,2019-12-15,1.1488,1
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-09,2019-09-20,2019-12-10,2019-12-16,0.8156,1
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-12,2019-09-20,2019-12-13,2019-12-22,1.0926,1
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-16,2019-09-20,2019-12-17,2019-12-23,0.5878,1
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-19,2019-09-20,2019-12-20,2019-12-29,1.2721,2
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-23,2019-09-20,2019-12-24,2019-12-30,0.8157,3
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-26,2019-09-20,2019-12-27,2020-01-05,0.7915000000000001,4
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2019-12-30,2019-09-20,2019-12-31,2020-01-06,0.9502,1
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2020-01-02,2019-09-20,2020-01-03,2020-01-12,1.4088,0
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2020-01-06,2019-09-20,2020-01-07,2020-01-13,0.6848,0
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2020-01-09,2019-09-20,2020-01-10,2020-01-19,1.339,2
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2020-01-13,2019-09-20,2020-01-14,2020-01-20,0.6598,2
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2020-01-16,2019-09-20,2020-01-17,2020-01-26,0.8278,0
1106,NEW0SSA207D-RD01,HANDSET,SAMSUNG,A207D3/32,RED,A207D GALAXY A20S 3/32GB,2020-01-20,2019-09-20,2020-01-21,2020-01-27,0.6944,0
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-02,2019-09-20,2019-12-03,2019-12-09,0.42810000000000004,0
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-05,2019-09-20,2019-12-06,2019-12-15,0.8518,3
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-09,2019-09-20,2019-12-10,2019-12-16,0.0699,3
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-12,2019-09-20,2019-12-13,2019-12-22,0.5773999999999999,4
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-16,2019-09-20,2019-12-17,2019-12-23,0.6392,3
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-19,2019-09-20,2019-12-20,2019-12-29,0.2386,4
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-23,2019-09-20,2019-12-24,2019-12-30,0.2048,2
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-26,2019-09-20,2019-12-27,2020-01-05,0.6317,1
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2019-12-30,2019-09-20,2019-12-31,2020-01-06,0.5984,0
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2020-01-02,2019-09-20,2020-01-03,2020-01-12,0.2466,1
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2020-01-06,2019-09-20,2020-01-07,2020-01-13,0.3466,1
1106,NEW0SSA207F-BK01,HANDSET,SAMSUNG,A207F4/64,BLACK,A207F GALAXY A20S 4/64GB,2020-01-09,2019-09-20,2020-01-10,2020-01-19,0.5912999999999999,0
